ts,station_id,event_type,details
1477,2,finish,"{'car_id': 2, 'to': 3}"
1478,3,start,"{'car_id': 2, 'proc_time': 93}"
1482,0,finish,"{'car_id': 9, 'to': 1}"
1482,0,start,"{'car_id': 10, 'proc_time': 57}"
1482,1,finish,"{'car_id': 3, 'to': 2}"
1482,1,start,"{'car_id': 4, 'proc_time': 61}"
1482,7,finish,"{'car_id': 18, 'to': 8}"
1482,7,start,"{'car_id': 19, 'proc_time': 70}"
1482,8,finish,"{'car_id': 12, 'to': 9}"
1482,8,start,"{'car_id': 13, 'proc_time': 76}"
1483,2,start,"{'car_id': 3, 'proc_time': 63}"
1483,9,start,"{'car_id': 12, 'proc_time': 80}"
1484,23,breakdown,{'downtime': 222}
1487,4,finish,"{'car_id': 1, 'to': 5}"
1488,5,start,"{'car_id': 1, 'proc_time': 41}"
1491,6,finish,"{'car_id': 0, 'to': 7}"
1500,3,finish,"{'car_id': 2, 'to': 4}"
1501,4,start,"{'car_id': 2, 'proc_time': 70}"
1506,5,finish,"{'car_id': 1, 'to': 6}"
1506,9,finish,"{'car_id': 12, 'to': 10}"
1507,6,start,"{'car_id': 1, 'proc_time': 72}"
1513,0,finish,"{'car_id': 10, 'to': 1}"
1513,0,start,"{'car_id': 11, 'proc_time': 55}"
1513,1,finish,"{'car_id': 4, 'to': 2}"
1513,1,start,"{'car_id': 5, 'proc_time': 57}"
1513,2,finish,"{'car_id': 3, 'to': 3}"
1514,2,start,"{'car_id': 4, 'proc_time': 68}"
1514,3,start,"{'car_id': 3, 'proc_time': 68}"
1518,7,finish,"{'car_id': 19, 'to': 8}"
1518,7,start,"{'car_id': 0, 'proc_time': 65}"
1518,8,finish,"{'car_id': 13, 'to': 9}"
1518,8,start,"{'car_id': 14, 'proc_time': 69}"
1519,9,start,"{'car_id': 13, 'proc_time': 86}"
1523,10,finish,"{'car_id': 11, 'to': 11}"
1523,10,start,"{'car_id': 12, 'proc_time': 54}"
1524,11,start,"{'car_id': 11, 'proc_time': 57}"
1526,4,finish,"{'car_id': 2, 'to': 5}"
1527,5,start,"{'car_id': 2, 'proc_time': 51}"
1532,3,finish,"{'car_id': 3, 'to': 4}"
1533,4,start,"{'car_id': 3, 'proc_time': 87}"
1533,6,finish,"{'car_id': 1, 'to': 7}"
1536,48,breakdown,{'downtime': 423}
1540,12,quality_fail,{'severity': 0.03517679047650138}
1541,22,breakdown,{'downtime': 63}
1542,0,finish,"{'car_id': 11, 'to': 1}"
1542,0,start,"{'car_id': 12, 'proc_time': 47}"
1542,1,finish,"{'car_id': 5, 'to': 2}"
1542,1,start,"{'car_id': 6, 'proc_time': 53}"
1543,9,finish,"{'car_id': 13, 'to': 10}"
1546,2,finish,"{'car_id': 4, 'to': 3}"
1546,2,start,"{'car_id': 5, 'proc_time': 89}"
1547,3,start,"{'car_id': 4, 'proc_time': 66}"
1548,5,finish,"{'car_id': 2, 'to': 6}"
1549,6,start,"{'car_id': 2, 'proc_time': 59}"
1551,7,finish,"{'car_id': 0, 'to': 8}"
1551,7,start,"{'car_id': 1, 'proc_time': 80}"
1551,8,finish,"{'car_id': 14, 'to': 9}"
1551,8,start,"{'car_id': 15, 'proc_time': 68}"
1552,9,start,"{'car_id': 14, 'proc_time': 78}"
1561,4,finish,"{'car_id': 3, 'to': 5}"
1562,5,start,"{'car_id': 3, 'proc_time': 56}"
1565,3,finish,"{'car_id': 4, 'to': 4}"
1566,4,start,"{'car_id': 4, 'proc_time': 79}"
1569,0,finish,"{'car_id': 12, 'to': 1}"
1569,0,start,"{'car_id': 13, 'proc_time': 60}"
1569,1,finish,"{'car_id': 6, 'to': 2}"
1569,1,start,"{'car_id': 7, 'proc_time': 71}"
1572,6,finish,"{'car_id': 2, 'to': 7}"
1574,9,finish,"{'car_id': 14, 'to': 10}"
1577,10,finish,"{'car_id': 12, 'to': 11}"
1577,10,start,"{'car_id': 13, 'proc_time': 56}"
1581,11,finish,"{'car_id': 11, 'to': 12}"
1581,11,start,"{'car_id': 12, 'proc_time': 86}"
1584,5,finish,"{'car_id': 3, 'to': 6}"
1584,7,finish,"{'car_id': 1, 'to': 8}"
1584,7,start,"{'car_id': 2, 'proc_time': 55}"
1584,8,finish,"{'car_id': 15, 'to': 9}"
1584,8,start,"{'car_id': 16, 'proc_time': 90}"
1585,2,finish,"{'car_id': 5, 'to': 3}"
1585,2,start,"{'car_id': 6, 'proc_time': 83}"
1585,6,start,"{'car_id': 3, 'proc_time': 53}"
1585,9,start,"{'car_id': 15, 'proc_time': 62}"
1586,3,start,"{'car_id': 5, 'proc_time': 72}"
1593,4,finish,"{'car_id': 4, 'to': 5}"
1594,5,start,"{'car_id': 4, 'proc_time': 48}"
1605,0,finish,"{'car_id': 13, 'to': 1}"
1605,0,start,"{'car_id': 14, 'proc_time': 68}"
1605,1,finish,"{'car_id': 7, 'to': 2}"
1605,1,start,"{'car_id': 8, 'proc_time': 64}"
1605,3,finish,"{'car_id': 5, 'to': 4}"
1605,9,finish,"{'car_id': 15, 'to': 10}"
1606,4,start,"{'car_id': 5, 'proc_time': 87}"
1606,6,finish,"{'car_id': 3, 'to': 7}"
1614,5,finish,"{'car_id': 4, 'to': 6}"
1615,6,start,"{'car_id': 4, 'proc_time': 48}"
1622,2,finish,"{'car_id': 6, 'to': 3}"
1622,2,start,"{'car_id': 7, 'proc_time': 82}"
1623,3,start,"{'car_id': 6, 'proc_time': 81}"
1623,7,quality_fail,{'severity': 0.2681609568495368}
1625,7,finish,"{'car_id': 2, 'to': 8}"
1625,7,start,"{'car_id': 3, 'proc_time': 76}"
1625,8,finish,"{'car_id': 16, 'to': 9}"
1625,8,start,"{'car_id': 17, 'proc_time': 62}"
1626,9,start,"{'car_id': 16, 'proc_time': 89}"
1633,10,finish,"{'car_id': 13, 'to': 11}"
1633,10,start,"{'car_id': 14, 'proc_time': 50}"
1635,4,finish,"{'car_id': 5, 'to': 5}"
1635,6,finish,"{'car_id': 4, 'to': 7}"
1636,5,start,"{'car_id': 5, 'proc_time': 68}"
1637,0,finish,"{'car_id': 14, 'to': 1}"
1637,0,start,"{'car_id': 15, 'proc_time': 51}"
1637,1,finish,"{'car_id': 8, 'to': 2}"
1637,1,start,"{'car_id': 9, 'proc_time': 72}"
1643,3,finish,"{'car_id': 6, 'to': 4}"
1644,4,start,"{'car_id': 6, 'proc_time': 94}"
1650,9,finish,"{'car_id': 16, 'to': 10}"
1650,12,quality_fail,{'severity': 0.16075121217906646}
1656,7,finish,"{'car_id': 3, 'to': 8}"
1656,7,start,"{'car_id': 4, 'proc_time': 76}"
1656,8,finish,"{'car_id': 17, 'to': 9}"
1656,8,start,"{'car_id': 18, 'proc_time': 69}"
1657,9,start,"{'car_id': 17, 'proc_time': 90}"
1658,2,finish,"{'car_id': 7, 'to': 3}"
1658,2,start,"{'car_id': 8, 'proc_time': 72}"
1659,3,start,"{'car_id': 7, 'proc_time': 83}"
1661,5,finish,"{'car_id': 5, 'to': 6}"
1662,6,start,"{'car_id': 5, 'proc_time': 54}"
1668,11,quality_fail,{'severity': 0.14503313860919245}
1673,0,finish,"{'car_id': 15, 'to': 1}"
1673,0,start,"{'car_id': 16, 'proc_time': 62}"
1673,1,finish,"{'car_id': 9, 'to': 2}"
1673,1,start,"{'car_id': 10, 'proc_time': 51}"
1674,4,finish,"{'car_id': 6, 'to': 5}"
1675,5,start,"{'car_id': 6, 'proc_time': 66}"
1679,3,finish,"{'car_id': 7, 'to': 4}"
1680,4,start,"{'car_id': 7, 'proc_time': 101}"
1681,9,finish,"{'car_id': 17, 'to': 10}"
1683,6,finish,"{'car_id': 5, 'to': 7}"
1683,10,finish,"{'car_id': 14, 'to': 11}"
1683,10,start,"{'car_id': 15, 'proc_time': 63}"
1690,7,finish,"{'car_id': 4, 'to': 8}"
1690,7,start,"{'car_id': 5, 'proc_time': 83}"
1690,8,finish,"{'car_id': 18, 'to': 9}"
1690,8,start,"{'car_id': 19, 'proc_time': 87}"
1691,2,finish,"{'car_id': 8, 'to': 3}"
1691,2,start,"{'car_id': 9, 'proc_time': 69}"
1691,9,start,"{'car_id': 18, 'proc_time': 81}"
1692,3,start,"{'car_id': 8, 'proc_time': 77}"
1699,0,finish,"{'car_id': 16, 'to': 1}"
1699,0,start,"{'car_id': 17, 'proc_time': 45}"
1699,1,finish,"{'car_id': 10, 'to': 2}"
1699,1,start,"{'car_id': 11, 'proc_time': 50}"
1700,5,finish,"{'car_id': 6, 'to': 6}"
1701,6,start,"{'car_id': 6, 'proc_time': 63}"
1711,4,finish,"{'car_id': 7, 'to': 5}"
1712,3,finish,"{'car_id': 8, 'to': 4}"
1712,5,start,"{'car_id': 7, 'proc_time': 47}"
1713,4,start,"{'car_id': 8, 'proc_time': 77}"
1714,9,finish,"{'car_id': 18, 'to': 10}"
1723,2,finish,"{'car_id': 9, 'to': 3}"
1723,2,start,"{'car_id': 10, 'proc_time': 67}"
1724,0,finish,"{'car_id': 17, 'to': 1}"
1724,0,start,"{'car_id': 18, 'proc_time': 59}"
1724,1,finish,"{'car_id': 11, 'to': 2}"
1724,1,start,"{'car_id': 12, 'proc_time': 90}"
1724,3,start,"{'car_id': 9, 'proc_time': 82}"
1725,6,finish,"{'car_id': 6, 'to': 7}"
1730,7,finish,"{'car_id': 5, 'to': 8}"
1730,7,start,"{'car_id': 6, 'proc_time': 59}"
1730,8,finish,"{'car_id': 19, 'to': 9}"
1730,8,start,"{'car_id': 0, 'proc_time': 77}"
1730,26,breakdown,{'downtime': 91}
1731,9,start,"{'car_id': 19, 'proc_time': 82}"
1732,5,finish,"{'car_id': 7, 'to': 6}"
1733,6,start,"{'car_id': 7, 'proc_time': 68}"
1740,4,finish,"{'car_id': 8, 'to': 5}"
1741,5,start,"{'car_id': 8, 'proc_time': 67}"
1744,3,finish,"{'car_id': 9, 'to': 4}"
1744,10,finish,"{'car_id': 15, 'to': 11}"
1744,10,start,"{'car_id': 16, 'proc_time': 48}"
1745,4,start,"{'car_id': 9, 'proc_time': 80}"
1747,12,quality_fail,{'severity': 0.2638231369413822}
1754,2,finish,"{'car_id': 10, 'to': 3}"
1754,2,start,"{'car_id': 11, 'proc_time': 78}"
1754,9,finish,"{'car_id': 19, 'to': 10}"
1755,3,start,"{'car_id': 10, 'proc_time': 65}"
1755,49,breakdown,{'downtime': 20}
1758,6,finish,"{'car_id': 7, 'to': 7}"
1766,5,finish,"{'car_id': 8, 'to': 6}"
1766,7,finish,"{'car_id': 6, 'to': 8}"
1766,7,start,"{'car_id': 7, 'proc_time': 112}"
1766,8,finish,"{'car_id': 0, 'to': 9}"
1766,8,start,"{'car_id': 1, 'proc_time': 60}"
1767,6,start,"{'car_id': 8, 'proc_time': 68}"
1767,9,start,"{'car_id': 0, 'proc_time': 73}"
1769,0,finish,"{'car_id': 18, 'to': 1}"
1769,0,start,"{'car_id': 19, 'proc_time': 47}"
1769,1,finish,"{'car_id': 12, 'to': 2}"
1769,1,start,"{'car_id': 13, 'proc_time': 68}"
1772,4,finish,"{'car_id': 9, 'to': 5}"
1773,3,finish,"{'car_id': 10, 'to': 4}"
1773,5,start,"{'car_id': 9, 'proc_time': 59}"
1774,4,start,"{'car_id': 10, 'proc_time': 135}"
1789,2,finish,"{'car_id': 11, 'to': 3}"
1789,2,start,"{'car_id': 12, 'proc_time': 65}"
1789,9,finish,"{'car_id': 0, 'to': 10}"
1790,3,start,"{'car_id': 11, 'proc_time': 90}"
1792,6,finish,"{'car_id': 8, 'to': 7}"
1792,10,finish,"{'car_id': 16, 'to': 11}"
1792,10,start,"{'car_id': 17, 'proc_time': 48}"
1793,12,quality_fail,{'severity': 0.17789293082396518}
1795,8,finish,"{'car_id': 1, 'to': 9}"
1795,8,start,"{'car_id': 2, 'proc_time': 94}"
1796,5,finish,"{'car_id': 9, 'to': 6}"
1796,9,start,"{'car_id': 1, 'proc_time': 106}"
1797,6,start,"{'car_id': 9, 'proc_time': 61}"
1800,12,quality_fail,{'severity': 0.019542136887482995}
1803,0,finish,"{'car_id': 19, 'to': 1}"
1803,0,start,"{'car_id': 20, 'proc_time': 55}"
1803,1,finish,"{'car_id': 13, 'to': 2}"
1803,1,start,"{'car_id': 14, 'proc_time': 77}"
1803,7,finish,"{'car_id': 7, 'to': 8}"
1803,7,start,"{'car_id': 8, 'proc_time': 90}"
1810,4,finish,"{'car_id': 10, 'to': 5}"
1811,3,finish,"{'car_id': 11, 'to': 4}"
1811,5,start,"{'car_id': 10, 'proc_time': 53}"
1812,4,start,"{'car_id': 11, 'proc_time': 87}"
1820,2,finish,"{'car_id': 12, 'to': 3}"
1820,2,start,"{'car_id': 13, 'proc_time': 76}"
1820,6,finish,"{'car_id': 9, 'to': 7}"
1821,3,start,"{'car_id': 12, 'proc_time': 63}"
1822,9,finish,"{'car_id': 1, 'to': 10}"
1832,5,finish,"{'car_id': 10, 'to': 6}"
1833,6,start,"{'car_id': 10, 'proc_time': 50}"
1837,7,finish,"{'car_id': 8, 'to': 8}"
1837,7,start,"{'car_id': 9, 'proc_time': 72}"
1837,8,finish,"{'car_id': 2, 'to': 9}"
1837,8,start,"{'car_id': 3, 'proc_time': 89}"
1838,9,start,"{'car_id': 2, 'proc_time': 89}"
1839,3,finish,"{'car_id': 12, 'to': 4}"
1840,10,finish,"{'car_id': 17, 'to': 11}"
1840,10,start,"{'car_id': 18, 'proc_time': 48}"
1841,4,finish,"{'car_id': 11, 'to': 5}"
1841,4,start,"{'car_id': 12, 'proc_time': 91}"
1842,0,finish,"{'car_id': 20, 'to': 1}"
1842,0,start,"{'car_id': 21, 'proc_time': 49}"
1842,1,finish,"{'car_id': 14, 'to': 2}"
1842,1,start,"{'car_id': 15, 'proc_time': 74}"
1842,5,start,"{'car_id': 11, 'proc_time': 45}"
1843,11,quality_fail,{'severity': 0.26187072838037173}
1846,26,breakdown,{'downtime': 183}
1853,6,finish,"{'car_id': 10, 'to': 7}"
1854,2,finish,"{'car_id': 13, 'to': 3}"
1854,2,start,"{'car_id': 14, 'proc_time': 62}"
1855,3,start,"{'car_id': 13, 'proc_time': 69}"
1861,5,finish,"{'car_id': 11, 'to': 6}"
1861,43,breakdown,{'downtime': 615}
1862,6,start,"{'car_id': 11, 'proc_time': 57}"
1862,9,finish,"{'car_id': 2, 'to': 10}"
1871,4,finish,"{'car_id': 12, 'to': 5}"
1872,5,start,"{'car_id': 12, 'proc_time': 42}"
1874,3,finish,"{'car_id': 13, 'to': 4}"
1875,4,start,"{'car_id': 13, 'proc_time': 83}"
1877,7,finish,"{'car_id': 9, 'to': 8}"
1877,7,start,"{'car_id': 10, 'proc_time': 68}"
1877,8,finish,"{'car_id': 3, 'to': 9}"
1877,8,start,"{'car_id': 4, 'proc_time': 92}"
1878,9,start,"{'car_id': 3, 'proc_time': 78}"
1879,0,finish,"{'car_id': 21, 'to': 1}"
1879,0,start,"{'car_id': 22, 'proc_time': 44}"
1879,1,finish,"{'car_id': 15, 'to': 2}"
1879,1,start,"{'car_id': 16, 'proc_time': 70}"
1884,2,finish,"{'car_id': 14, 'to': 3}"
1884,2,start,"{'car_id': 15, 'proc_time': 61}"
1884,6,finish,"{'car_id': 11, 'to': 7}"
1885,3,start,"{'car_id': 14, 'proc_time': 92}"
1890,5,finish,"{'car_id': 12, 'to': 6}"
1891,6,start,"{'car_id': 12, 'proc_time': 56}"
1900,9,finish,"{'car_id': 3, 'to': 10}"
1903,4,finish,"{'car_id': 13, 'to': 5}"
1904,5,start,"{'car_id': 13, 'proc_time': 49}"
1906,3,quality_fail,{'severity': 0.06850594365831153}
1906,3,finish,"{'car_id': 14, 'to': 4}"
1907,4,start,"{'car_id': 14, 'proc_time': 108}"
1913,2,finish,"{'car_id': 15, 'to': 3}"
1913,6,finish,"{'car_id': 12, 'to': 7}"
1914,0,finish,"{'car_id': 22, 'to': 1}"
1914,0,start,"{'car_id': 23, 'proc_time': 54}"
1914,1,finish,"{'car_id': 16, 'to': 2}"
1914,1,start,"{'car_id': 17, 'proc_time': 87}"
1914,3,start,"{'car_id': 15, 'proc_time': 64}"
1915,2,start,"{'car_id': 16, 'proc_time': 78}"
1918,7,finish,"{'car_id': 10, 'to': 8}"
1918,7,start,"{'car_id': 11, 'proc_time': 65}"
1918,8,finish,"{'car_id': 4, 'to': 9}"
1918,8,start,"{'car_id': 5, 'proc_time': 83}"
1919,9,start,"{'car_id': 4, 'proc_time': 100}"
1925,5,finish,"{'car_id': 13, 'to': 6}"
1926,6,start,"{'car_id': 13, 'proc_time': 70}"
1928,12,quality_fail,{'severity': 0.15981082733893878}
1932,3,finish,"{'car_id': 15, 'to': 4}"
1939,4,finish,"{'car_id': 14, 'to': 5}"
1939,4,start,"{'car_id': 15, 'proc_time': 76}"
1940,5,start,"{'car_id': 14, 'proc_time': 55}"
1950,2,finish,"{'car_id': 16, 'to': 3}"
1951,3,start,"{'car_id': 16, 'proc_time': 88}"
1951,6,finish,"{'car_id': 13, 'to': 7}"
1953,9,quality_fail,{'severity': 0.1463892956684386}
1955,10,quality_fail,{'severity': 0.25172160519717696}
1956,7,finish,"{'car_id': 11, 'to': 8}"
1956,7,start,"{'car_id': 12, 'proc_time': 71}"
1956,8,finish,"{'car_id': 5, 'to': 9}"
1956,8,start,"{'car_id': 6, 'proc_time': 77}"
1956,10,quality_fail,{'severity': 0.0913792595626029}
1958,0,finish,"{'car_id': 23, 'to': 1}"
1958,0,start,"{'car_id': 24, 'proc_time': 55}"
1958,1,finish,"{'car_id': 17, 'to': 2}"
1958,1,start,"{'car_id': 18, 'proc_time': 79}"
1959,2,start,"{'car_id': 17, 'proc_time': 66}"
1962,5,finish,"{'car_id': 14, 'to': 6}"
1963,6,start,"{'car_id': 14, 'proc_time': 55}"
1966,4,finish,"{'car_id': 15, 'to': 5}"
1967,5,start,"{'car_id': 15, 'proc_time': 82}"
1968,10,quality_fail,{'severity': 0.05051326922342271}
1972,3,finish,"{'car_id': 16, 'to': 4}"
1973,4,start,"{'car_id': 16, 'proc_time': 113}"
1985,6,finish,"{'car_id': 14, 'to': 7}"
1990,2,finish,"{'car_id': 17, 'to': 3}"
1991,3,start,"{'car_id': 17, 'proc_time': 67}"
1992,7,finish,"{'car_id': 12, 'to': 8}"
1992,7,start,"{'car_id': 13, 'proc_time': 82}"
1992,8,finish,"{'car_id': 6, 'to': 9}"
1992,8,start,"{'car_id': 7, 'proc_time': 91}"
1995,5,finish,"{'car_id': 15, 'to': 6}"
1996,6,start,"{'car_id': 15, 'proc_time': 65}"
1998,0,finish,"{'car_id': 24, 'to': 1}"
1998,0,start,"{'car_id': 25, 'proc_time': 48}"
1998,1,finish,"{'car_id': 18, 'to': 2}"
1998,1,start,"{'car_id': 19, 'proc_time': 61}"
1999,2,start,"{'car_id': 18, 'proc_time': 64}"
2006,4,finish,"{'car_id': 16, 'to': 5}"
2007,5,start,"{'car_id': 16, 'proc_time': 53}"
2008,9,quality_fail,{'severity': 0.23855819410387416}
2009,3,finish,"{'car_id': 17, 'to': 4}"
2010,4,start,"{'car_id': 17, 'proc_time': 89}"
2010,11,quality_fail,{'severity': 0.22393679477272743}
2017,11,quality_fail,{'severity': 0.24391594649594253}
2020,6,finish,"{'car_id': 15, 'to': 7}"
2029,0,finish,"{'car_id': 25, 'to': 1}"
2029,0,start,"{'car_id': 26, 'proc_time': 52}"
2029,1,finish,"{'car_id': 19, 'to': 2}"
2029,1,start,"{'car_id': 20, 'proc_time': 59}"
2029,2,finish,"{'car_id': 18, 'to': 3}"
2029,5,finish,"{'car_id': 16, 'to': 6}"
2030,2,start,"{'car_id': 19, 'proc_time': 74}"
2030,3,start,"{'car_id': 18, 'proc_time': 102}"
2030,6,start,"{'car_id': 16, 'proc_time': 67}"
2033,7,finish,"{'car_id': 13, 'to': 8}"
2033,7,start,"{'car_id': 14, 'proc_time': 66}"
2033,8,finish,"{'car_id': 7, 'to': 9}"
2033,8,start,"{'car_id': 8, 'proc_time': 62}"
2034,11,quality_fail,{'severity': 0.0980651488329067}
2039,4,finish,"{'car_id': 17, 'to': 5}"
2040,5,start,"{'car_id': 17, 'proc_time': 50}"
2042,10,quality_fail,{'severity': 0.22009305557283257}
2044,9,quality_fail,{'severity': 0.2299399708237323}
2053,3,finish,"{'car_id': 18, 'to': 4}"
2054,4,start,"{'car_id': 18, 'proc_time': 88}"
2055,6,finish,"{'car_id': 16, 'to': 7}"
2059,0,finish,"{'car_id': 26, 'to': 1}"
2059,0,start,"{'car_id': 27, 'proc_time': 61}"
2059,1,finish,"{'car_id': 20, 'to': 2}"
2059,1,start,"{'car_id': 21, 'proc_time': 61}"
2061,5,finish,"{'car_id': 17, 'to': 6}"
2062,6,start,"{'car_id': 17, 'proc_time': 69}"
2064,2,finish,"{'car_id': 19, 'to': 3}"
2064,2,start,"{'car_id': 20, 'proc_time': 70}"
2064,7,finish,"{'car_id': 14, 'to': 8}"
2064,7,start,"{'car_id': 15, 'proc_time': 60}"
2064,8,finish,"{'car_id': 8, 'to': 9}"
2064,8,start,"{'car_id': 9, 'proc_time': 82}"
2065,3,start,"{'car_id': 19, 'proc_time': 69}"
2069,11,quality_fail,{'severity': 0.19746890942235434}
2074,10,quality_fail,{'severity': 0.09674623908529596}
2083,4,finish,"{'car_id': 18, 'to': 5}"
2083,11,quality_fail,{'severity': 0.15492421849033464}
2084,3,finish,"{'car_id': 19, 'to': 4}"
2084,5,start,"{'car_id': 18, 'proc_time': 47}"
2085,4,start,"{'car_id': 19, 'proc_time': 111}"
2087,6,finish,"{'car_id': 17, 'to': 7}"
2090,0,finish,"{'car_id': 27, 'to': 1}"
2090,0,start,"{'car_id': 28, 'proc_time': 46}"
2090,1,finish,"{'car_id': 21, 'to': 2}"
2090,1,start,"{'car_id': 22, 'proc_time': 56}"
2096,2,finish,"{'car_id': 20, 'to': 3}"
2096,2,start,"{'car_id': 21, 'proc_time': 74}"
2097,3,start,"{'car_id': 20, 'proc_time': 81}"
2100,9,quality_fail,{'severity': 0.1428296135089138}
2100,10,quality_fail,{'severity': 0.27114637415750725}
2102,7,finish,"{'car_id': 15, 'to': 8}"
2102,7,start,"{'car_id': 16, 'proc_time': 60}"
2102,8,finish,"{'car_id': 9, 'to': 9}"
2102,8,start,"{'car_id': 10, 'proc_time': 80}"
2104,5,finish,"{'car_id': 18, 'to': 6}"
2105,6,start,"{'car_id': 18, 'proc_time': 82}"
2106,9,quality_fail,{'severity': 0.30513473549339687}
2108,10,quality_fail,{'severity': 0.16060871221761835}
2117,3,finish,"{'car_id': 20, 'to': 4}"
2118,0,finish,"{'car_id': 28, 'to': 1}"
2118,0,start,"{'car_id': 29, 'proc_time': 50}"
2118,1,finish,"{'car_id': 22, 'to': 2}"
2118,1,start,"{'car_id': 23, 'proc_time': 63}"
2118,4,finish,"{'car_id': 19, 'to': 5}"
2118,4,start,"{'car_id': 20, 'proc_time': 90}"
2119,5,start,"{'car_id': 19, 'proc_time': 66}"
2119,9,quality_fail,{'severity': 0.2514356937185805}
2130,2,finish,"{'car_id': 21, 'to': 3}"
2130,2,start,"{'car_id': 22, 'proc_time': 73}"
2131,3,start,"{'car_id': 21, 'proc_time': 68}"
2133,6,finish,"{'car_id': 18, 'to': 7}"
2142,8,quality_fail,{'severity': 0.17411672764895691}
2144,5,finish,"{'car_id': 19, 'to': 6}"
2145,6,start,"{'car_id': 19, 'proc_time': 58}"
2147,4,finish,"{'car_id': 20, 'to': 5}"
2148,5,start,"{'car_id': 20, 'proc_time': 43}"
2149,3,finish,"{'car_id': 21, 'to': 4}"
2150,0,finish,"{'car_id': 29, 'to': 1}"
2150,0,start,"{'car_id': 30, 'proc_time': 50}"
2150,1,finish,"{'car_id': 23, 'to': 2}"
2150,1,start,"{'car_id': 24, 'proc_time': 58}"
2150,4,start,"{'car_id': 21, 'proc_time': 95}"
2150,11,quality_fail,{'severity': 0.15918604613411796}
2151,10,quality_fail,{'severity': 0.0052497838020732195}
2161,7,quality_fail,{'severity': 0.17165925143891017}
2163,2,finish,"{'car_id': 22, 'to': 3}"
2163,2,start,"{'car_id': 23, 'proc_time': 66}"
2164,3,start,"{'car_id': 22, 'proc_time': 58}"
2167,5,finish,"{'car_id': 20, 'to': 6}"
2167,6,finish,"{'car_id': 19, 'to': 7}"
2168,6,start,"{'car_id': 20, 'proc_time': 71}"
2176,10,quality_fail,{'severity': 0.09206985111967145}
2179,0,finish,"{'car_id': 30, 'to': 1}"
2179,0,start,"{'car_id': 31, 'proc_time': 44}"
2179,1,finish,"{'car_id': 24, 'to': 2}"
2179,1,start,"{'car_id': 25, 'proc_time': 75}"
2180,4,finish,"{'car_id': 21, 'to': 5}"
2180,9,quality_fail,{'severity': 0.12464832350922044}
2181,3,finish,"{'car_id': 22, 'to': 4}"
2181,5,start,"{'car_id': 21, 'proc_time': 61}"
2181,41,breakdown,{'downtime': 79}
2182,4,start,"{'car_id': 22, 'proc_time': 94}"
2185,8,quality_fail,{'severity': 0.11839732061078138}
2186,11,quality_fail,{'severity': 0.23527324015026935}
2187,7,quality_fail,{'severity': 0.09421899439121155}
2194,2,finish,"{'car_id': 23, 'to': 3}"
2194,2,start,"{'car_id': 24, 'proc_time': 56}"
2194,6,finish,"{'car_id': 20, 'to': 7}"
2195,3,start,"{'car_id': 23, 'proc_time': 67}"
2195,8,quality_fail,{'severity': 0.02633780146919503}
2197,11,quality_fail,{'severity': 0.2613956942773919}
2205,5,finish,"{'car_id': 21, 'to': 6}"
2206,6,start,"{'car_id': 21, 'proc_time': 57}"
2212,4,finish,"{'car_id': 22, 'to': 5}"
2213,3,finish,"{'car_id': 23, 'to': 4}"
2213,5,start,"{'car_id': 22, 'proc_time': 73}"
2214,4,start,"{'car_id': 23, 'proc_time': 81}"
2217,0,breakdown,{'downtime': 463}
2217,1,finish,"{'car_id': 25, 'to': 2}"
2217,1,start,"{'car_id': 26, 'proc_time': 82}"
2222,2,finish,"{'car_id': 24, 'to': 3}"
2222,2,start,"{'car_id': 25, 'proc_time': 75}"
2223,3,start,"{'car_id': 24, 'proc_time': 78}"
2228,6,finish,"{'car_id': 21, 'to': 7}"
2240,5,finish,"{'car_id': 22, 'to': 6}"
2241,6,start,"{'car_id': 22, 'proc_time': 63}"
2242,4,finish,"{'car_id': 23, 'to': 5}"
2243,3,finish,"{'car_id': 24, 'to': 4}"
2243,5,start,"{'car_id': 23, 'proc_time': 53}"
2243,8,quality_fail,{'severity': 0.05201171012878902}
2244,4,start,"{'car_id': 24, 'proc_time': 111}"
2256,2,finish,"{'car_id': 25, 'to': 3}"
2257,3,start,"{'car_id': 25, 'proc_time': 86}"
2258,1,finish,"{'car_id': 26, 'to': 2}"
2258,1,start,"{'car_id': 27, 'proc_time': 61}"
2259,2,start,"{'car_id': 26, 'proc_time': 72}"
2265,5,finish,"{'car_id': 23, 'to': 6}"
2277,4,finish,"{'car_id': 24, 'to': 5}"
2278,3,finish,"{'car_id': 25, 'to': 4}"
2278,5,start,"{'car_id': 24, 'proc_time': 54}"
2279,4,start,"{'car_id': 25, 'proc_time': 85}"
2289,1,finish,"{'car_id': 27, 'to': 2}"
2289,1,start,"{'car_id': 28, 'proc_time': 80}"
2292,2,finish,"{'car_id': 26, 'to': 3}"
2292,2,start,"{'car_id': 27, 'proc_time': 62}"
2293,3,start,"{'car_id': 26, 'proc_time': 70}"
2300,5,finish,"{'car_id': 24, 'to': 6}"
2302,7,quality_fail,{'severity': 0.1824685376714119}
2302,10,quality_fail,{'severity': 0.12638277654887686}
2303,11,quality_fail,{'severity': 0.20757919171756872}
2307,4,finish,"{'car_id': 25, 'to': 5}"
2308,5,start,"{'car_id': 25, 'proc_time': 63}"
